,Unnamed: 0,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
7306,201457,3f5M3IdgYqAKSX1S1ogY2C,Hello Sunday! Hello Road!,36,222547,0,['Gil Scott-Heron & Brian Jackson'],['2OELvPolUUefy9oQNgs8rj'],1977,0.739,0.553,10,-12.642,1,0.0803,0.719,0.121,0.0826,0.853,111.246,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7307,201482,3fCbZyv54uicajCo2qUupm,História,41,196392,0,['Diogo Piçarra'],['3tOS3iTJSHwowFPRdR4Wsf'],2017-03-31,0.665,0.575,10,-6.937,1,0.0652,0.104,4.02e-05,0.159,0.352,96.0,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7308,201509,3fKZYU0EpKhjMX38NMxcd4,HELLO,55,280453,0,['Official HIGE DANdism'],['5Vo1hnCRmCM6M4thZCInCj'],2020-08-05,0.526,0.883,1,-4.335,0,0.035,0.000764,0.0,0.37,0.538,126.968,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7309,201517,3fMgzh3W7ktAjS1BBQgXxG,Hey,52,274307,0,['Andreas Bourani'],['6quRLJ5SiWHgcVMoE9TEJj'],2014-01-01,0.456,0.378,1,-9.636,1,0.0381,0.631,0.0,0.103,0.151,135.847,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7310,201587,3fgcmyiYHAe70QMjj6Nf7I,Habito Al Abrigo (Feat. Juan Carlos Alvarado),37,251133,0,['Julio Melgar'],['5O46r5EwzdUL8RR1aM6yU2'],2011-02-17,0.515,0.555,11,-6.745,1,0.027,0.103,1.66e-05,0.112,0.192,120.034,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7311,201594,3fjA8feYyRg4wcxpNhyi73,Harley & Rose,53,234800,0,['The Black Sorrows'],['1iES8Ckei3eLmSBPo4vwU7'],1990-08-10,0.641,0.63,7,-15.264,1,0.0404,0.092,1.66e-05,0.178,0.562,103.91,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7312,201679,3gBFAvpAVSNohs3ESRMYHi,Heaven,61,218507,0,"['Isyana Sarasvati', 'Afgan', 'Rendy Pandugo']","['05CRzFTp7TouOXPuH6Tapu', '4cgBCGxtlfap2g6jveB7du', '04u3fc37nHFKN7GJTSIwI8']",2018-02-14,0.54,0.285,3,-10.053,1,0.0475,0.741,0.0,0.152,0.434,87.789,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7313,201723,3gLL5H6O6zpkJ5AcCIE9w5,Hey Rosalie,45,202867,0,['Micke Muster'],['50IjTMuVpPObIVxS7VZena'],2003-01-01,0.462,0.651,2,-7.482,1,0.0361,0.173,0.0,0.243,0.949,168.136,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7314,201735,3gQMqeXqiHFCafaTtFnHF8,Helpless,58,217133,0,"['Crosby, Stills, Nash & Young']",['1CYsQCypByMVgnv17qsSbQ'],1970-03-11,0.538,0.258,2,-13.603,1,0.0309,0.86,0.00599,0.134,0.376,114.151,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7315,201747,3gStJwMrbHpT7LGzQTITi9,Habba Habba Zoot Zoot,31,140333,0,"['Mek Pek', 'Habbasutterne']","['4TNnufZk2aryZTw4OMVW2x', '4MoH5Ync17sUnnJEA9PQ4b']",2001-01-01,0.777,0.85,7,-5.604,1,0.0922,0.146,5.22e-05,0.207,0.955,162.951,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7316,201754,3gVENKmZy6PbXNFu4SjZvU,Hoffentlich nicht - AliVice Remix,45,182114,1,['Brockmaster B.'],['0KORthDLKdfXtb9E58Uy0Q'],2009-10-23,0.822,0.607,11,-10.05,0,0.348,0.00219,0.119,0.05,0.519,172.06,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7317,201776,3gc1Er36HSO8rt82uBJw8k,Ho Lokile - Adapted From A Hymn,33,276867,0,['Tsepo Tshola'],['0EBplhirl0JcMSVLO9bF1k'],2003-01-01,0.537,0.497,0,-9.543,1,0.0266,0.607,0.0061,0.205,0.56,75.012,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7318,201795,3ghh6d20v3Vv5CCYG8DqPr,Heaven - Yanou's Candlelight Mix,42,242587,0,"['DJ Sammy', 'Yanou', 'Do']","['4z4m1P0iX2nRSPDBEZ8LBT', '5SWX583ExJOL7cv8572Crs', '7sQECgfT3RtfL0RZWK63Wg']",2003-03-16,0.519,0.189,2,-11.54,1,0.0375,0.967,0.000802,0.0717,0.386,124.964,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7319,201799,3gjb1SF08EqpHc127ipBnm,Heavy Rotation,45,282614,0,['JKT48'],['2l8I5pWUnfF7bMK1z6EJRk'],2013-02-16,0.396,0.907,1,-1.101,0,0.045,0.00198,0.0,0.281,0.33,178.04,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7320,201802,3gkUxsWHTvH6jVhr3PCxLY,Happy Hour,47,250240,0,['Ligabue'],['7H8ZC8uHJMPZGLMApRRNIz'],2005,0.501,0.955,7,-3.592,1,0.0559,0.132,1.09e-05,0.266,0.591,139.986,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7321,201819,3gpFz8oAnbKQz83jf17yco,Heaven,47,219600,0,['U96'],['0RhnKJThw36HFitqY6dYgd'],1996,0.561,0.98,0,-6.573,1,0.0434,0.0018,0.000459,0.545,0.486,154.038,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7322,201847,3gv6ZRvumAlDJufUM93hfv,Hungamaa Ho Gaya,47,271586,0,"['Asha Bhosle', 'Arijit Singh']","['5as8A4G47Ohu9NSWs3Je8U', '4YRxDV8wJFPHPTeXepOstw']",2014-03-06,0.625,0.848,8,-7.245,0,0.0456,0.103,0.183,0.284,0.507,138.058,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7323,201860,3gzORYh3MY8ErzcJs1rXix,Hipokondriyak,32,369760,0,['Zakkum'],['70Ya7DKJEo20SAkxjirYnu'],2008,0.586,0.636,10,-6.231,0,0.041,0.0262,0.00194,0.141,0.273,109.947,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7324,201866,3h0ksWnMNKZfImy3bDuCnb,"Hou My Vas, Stywer Vas",31,207347,0,['David Fourie'],['3372wrCwHX44K1vjwiZHoA'],2006-10-24,0.793,0.811,1,-5.143,1,0.0361,0.022,0.0,0.0517,0.839,124.021,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7325,201900,3hBu36bM2VVGL6Zfphr7In,Hvor langt jeg må,45,163387,0,['Nora Gjestvang'],['4cjb9b1VB32OIT52hK7Kga'],2016-11-18,0.451,0.35,4,-11.159,1,0.105,0.598,0.0,0.0868,0.0877,167.023,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7326,201908,3hE8uQOjzxvIBXPH3mIS2V,Hardcore Feelings,42,227345,0,"['Charly Lownoise', 'Mental Theo']","['29NIIAIq5CRkVuzkggpS0W', '3dOyTnBq9jKfRXJlJlddQq']",2012-11-30,0.513,0.989,8,-6.978,1,0.069,0.302,0.00222,0.714,0.386,170.963,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7327,201922,3hGpoBRBJpQlZVwVbVygav,Habib galbi,33,202333,0,['A-WA'],['1EK3SHXyGFZsuj4vrOLhAX'],2015-08-02,0.768,0.925,6,-4.77,0,0.0508,0.0375,0.425,0.0912,0.656,99.999,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7328,201925,3hHIhcimLKF4tpq9JxiEsG,Hasta el Techo,45,232640,0,['ChocQuibTown'],['6tkyhGe9hGI3Lcfo4gVh6Z'],2011-11-23,0.634,0.533,3,-7.627,0,0.0406,0.0561,0.00451,0.0825,0.688,173.964,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7329,201928,3hHw4SYsSEmX2m5QO6GaRd,Hermano Primera,32,287427,0,['Servando & Florentino'],['2sU7vdIXtvChlnXIcUliVe'],1998,0.575,0.901,11,-4.22,0,0.0852,0.526,0.007,0.216,0.924,105.017,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7330,201942,3hNfsR5FLiX6NzyqZVncQi,Hatef--k,51,175200,0,['The Bravery'],['2bcrMsFlF632EQ6VZERWFu'],2009-01-01,0.438,0.939,11,-3.724,0,0.0737,0.00678,4.4e-06,0.429,0.488,112.045,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7331,201990,3haBN4UKYahsxHfsRotKvU,Hier,40,246627,0,['BLØF'],['0KQX2wRHV2VLjuscfJFNxB'],2012-01-01,0.488,0.813,4,-6.321,1,0.0342,0.00188,0.0,0.136,0.604,163.854,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7332,202062,3hu5tjW1ueU8PxSlsWcqSl,Hay Amores,53,257360,0,['Ricardo Arjona'],['0h1zs4CTlU9D2QtgPxptUD'],2011,0.628,0.616,2,-6.071,1,0.0309,0.173,0.00191,0.129,0.356,141.946,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7333,202116,3iAD903jI8tHlM6Cn1zMax,Hold My Hand,54,227344,0,['Jess Glynne'],['4ScCswdRlyA23odg9thgIO'],2015,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,122.977,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7334,202180,3iSjw4aFkTVuyJzO99fPmL,Horas Lindas,42,231237,0,"[""Adolescent's Orquesta""]",['70nxnxEqDQIEWneRjg2Q4O'],1997,0.636,0.761,8,-6.729,1,0.0406,0.631,2.26e-05,0.0648,0.887,101.58,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7335,202197,3iY3zPPCLNa9lCzkXYhsd9,Hairless Heart,35,130387,0,['Genesis'],['3CkvROUTQ6nRi9yQOcsB50'],1974-11-18,0.276,0.387,10,-11.494,1,0.0505,0.214,0.692,0.242,0.0489,120.726,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7336,202201,3iZIki3LcOtyY3Cg5DEllm,Headhunter V1.0,43,302640,0,['Front 242'],['2tyMOS8xKREgpEwHnLc6EX'],1988-10-24,0.847,0.883,6,-8.751,1,0.0643,0.00133,0.594,0.161,0.844,123.033,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7337,202270,3ix6NDf1HbLpP8zdWhu7Q6,Happy Ending,50,231429,0,['Pop Pongkool'],['1C6qssOWal7Sii2guMg0mx'],2019-12-03,0.663,0.312,8,-10.7,1,0.0302,0.746,3.59e-05,0.122,0.317,125.987,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7338,202292,3j5J1Q1yaw0j6a0mtThJZe,Heather,36,170933,0,['Carpenters'],['1eEfMU2AhEo7XnKgL7c304'],1973-05-01,0.415,0.189,4,-18.348,0,0.0308,0.941,0.91,0.0976,0.186,91.638,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
