,Unnamed: 0,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
7287,235555,6D7VVW8TBKlvjCS2al8Tjm,"Kodambakkam Area (From ""Sivakasi"")",40,330730,0,"['Tippu', 'Shoba Chandrasekar']","['0PykiHCcDsMPRV7s67qZ1B', '0FhP1Va2t4SIXTAt5FdgeE']",2013-07-24,0.885,0.976,7,-7.868,1,0.0953,0.324,6.85e-06,0.0536,0.63,115.006,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7288,235592,6DIUmmgvPaAsvsuRBlAH28,Kuolevainen,41,242027,0,['Johanna Kurkela'],['7fsO7iJz8gv776THRffk0A'],2015-09-11,0.656,0.432,1,-8.363,1,0.0338,0.141,0.0,0.373,0.258,122.057,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7289,235593,6DIeCD3hoQHSRKqStrCo4H,Karneval der Nacht - Digitally Remastered 2006,33,280200,0,['Peter Maffay'],['5W3s4beu23rOlseCbVOp4l'],1984-02-06,0.559,0.925,0,-6.169,1,0.061,0.24,0.0,0.114,0.727,173.99,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7290,235647,6DW5jlX1EnN0omWyuW1cBb,Kalmadım,36,273254,1,['No.1'],['4fR3W8XFXsqHB8f8IqEr1y'],2010-01-01,0.751,0.666,9,-10.654,0,0.0995,0.0542,0.0,0.11,0.888,100.004,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7291,235714,6DphiGz7q1AvlKsx5PY3vL,King Of Kings,33,106973,0,['Petra'],['1LmsXfZSt1nutb8OCvt00G'],1989,0.437,0.656,5,-10.048,1,0.032,0.456,0.000208,0.251,0.663,80.362,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7292,235739,6DvuWcpLYss7raEMSSguaY,Keep On Loving Me,34,349467,0,['The Whispers'],['2XzHxDFTNywDd5ReMhgxkg'],1999,0.785,0.392,0,-14.075,1,0.0371,0.00207,0.431,0.0703,0.946,110.849,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7293,235767,6E1YebXpPPtujMUljDNlOo,Kerosene,48,192000,0,['Crystal Castles'],['7K3zpFXBvPcvzhj7zlGJdO'],2012-01-01,0.519,0.546,8,-9.368,1,0.0763,0.0827,0.0,0.133,0.0862,115.799,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7294,235782,6E5SKkB92PigXZRh4tSRcp,Katra Katra,38,363555,0,['Asha Bhosle'],['5as8A4G47Ohu9NSWs3Je8U'],1986-01-01,0.492,0.484,11,-5.459,1,0.0276,0.864,0.0115,0.225,0.41,96.834,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7295,235787,6E6gX7802Q88cSMbhAroee,Korrupt (feat. Gilli),36,210551,1,"['AMRO', 'Gilli']","['3xEIG6DRJgC5iuCcAW0rTZ', '11PnQrOFr582VyF2qMW6CD']",2014-04-27,0.636,0.684,7,-6.655,0,0.328,0.252,0.0,0.352,0.633,161.683,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7296,235837,6EKWwgARvh7JS1n7nHIVMY,King Of My Castle - Don Diablo Edit,59,173258,0,"['Keanu Silva', 'Don Diablo']","['1zLMhO4zzzxt5PMV4wMS3y', '1l2ekx5skC4gJH8djERwh1']",2019-01-11,0.749,0.886,5,-4.421,0,0.13,0.259,0.000172,0.342,0.547,125.045,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
